,User,Pesan,Jam,Tanggal
159,Eko Bawono,Ini nasib HRUM. SAME jls blm tentu senasib. Sebenarnya sy ingin share candlestick sj plus bumbu buaya.:grinning:,6:39:07 PM,"Tuesday, March 23, 2021"
160,Billy :rocket::rocket::rocket:,"Cuma mengimbangi yg view nya bear harus ada yg share bull dong.. Nah biar market deh ntr yg menentukan mau :rocket: atau 🛩
:joy::joy:",6:38:58 PM,"Tuesday, March 23, 2021"
161,Rui :rocket::rocket::rocket: Sales SAME,"🤫🤫🤫🤫🤫 katanya jangan SAME terus2an Koh, bosen ... keseringan nanti ... terlalu jenuh .... 🙄

Waktu SAME naik ga ada sanggahan, adem2 aja, pas SAME merah baru heboh blg distribusi mau menyelamatkan orang2 dengan warning hati2 sales lidah gemulai ... ya kalau merah juga semua tahu ada distribusi .... resiko ditanggung masing2

@wealth88 setahu saya kalau HTF itu entrynya setelah polanya confirm kak, bukan sebelumnya ... awas greed ... saya pernah kena di ASRI, beli sebelum pattern confirm dan abis itu malah ambrol :grin::pray:🏽

Lihat ini yang ngebahas SAME banyak, mmg cuma saya saja yang berisik?",6:37:05 PM,"Tuesday, March 23, 2021"
162,Ichwan Dwi,SAME terus yg dibahas :grinning:,6:37:04 PM,"Tuesday, March 23, 2021"
163,AAN,Ikut gembok SAME ya pakdhe..:pray:,6:36:27 PM,"Tuesday, March 23, 2021"
164,Hendro Masori,Lah.,6:36:22 PM,"Tuesday, March 23, 2021"
165,Hendro Masori,:clap::clap::clap:,6:34:53 PM,"Tuesday, March 23, 2021"
166,Rizky Destianto,Seinget saya jg pakdhe bilang gembok aja SAME-nya.. smp tahun dpn,6:34:41 PM,"Tuesday, March 23, 2021"
167,Rays_Man,"saya cmn iseng aja masuk dikit di SAME buat kenangan.. 
yg bikin ayem, avg saya msh aman, dan broker berkelas msh ngumpulin sejak penurunan 16 maret.. 
bagaimana pendapat Mas @frans14",6:34:29 PM,"Tuesday, March 23, 2021"
168,Hendro Masori,Saya masih utuh Mas. Kapan saya bilang jual?,6:33:59 PM,"Tuesday, March 23, 2021"
169,Hendro Masori,Gapapa tiap orang punya strategi masing2...,6:33:31 PM,"Tuesday, March 23, 2021"
170,Jafar Sim,"Saya tidak pegang SAME, cuma lagi mau belajar aja sama cici guru, jadi ikut pantau, tadi sudah CL dmmx di 414 mungkin ada suhu master disini yg mau berbaik hati share pandangannya tentang dmmx soalnya saya masih ngiler pola htf nya :pray::pray::pray:",6:31:57 PM,"Tuesday, March 23, 2021"
171,Kaanz✓,Mksdnya sama dengan warna candle nya pak guru?,6:28:21 PM,"Tuesday, March 23, 2021"
172,Billy :rocket::rocket::rocket:,Biar Imbang.. Biar seru :joy::rocket:🛩,6:27:57 PM,"Tuesday, March 23, 2021"
173,Eko Bawono,Indikator AO 3hr berturut2 sama warnanya.,6:26:19 PM,"Tuesday, March 23, 2021"
174,Sumitro Saadah,kalau RI FREN kapan bro,6:25:24 PM,"Tuesday, March 23, 2021"
175,jarwi,Same terus,6:23:19 PM,"Tuesday, March 23, 2021"
176,David,Tp saya masuk lg td same,6:23:00 PM,"Tuesday, March 23, 2021"
177,Fakhri Arsyan,"yg punya hmsp nih, harap2 cemas juga",6:20:27 PM,"Tuesday, March 23, 2021"
178,Rui :rocket::rocket::rocket: Sales SAME,"ini Super AO maksudnya bagaimana Pak? Sudah berubah jadi merah semua ya? :pray:🏽

Ratih  saya dibilang berisik SAME SAME terus ini nanti kalo komen kak, katanya ada yang mau menyelamatkan orang2 dari lidah sales gemulai saya 🙄",6:18:36 PM,"Tuesday, March 23, 2021"
179,Ratih Estiani,Emang pak @hmasori pernah bilang jual ya? Setau saya malah dimasukkan peti digembok... :joy:,6:14:26 PM,"Tuesday, March 23, 2021"
180,Fajar Oktavaria,"closing hari ini berada di fibo 0,3 dan sedikit menembus mid channel, support terdekat ada di 210",6:03:52 PM,"Tuesday, March 23, 2021"
181,Bapakne Naila,"Artinya apa ya ini, garis doang tak liat. Maklum masih baru :pray:",6:00:27 PM,"Tuesday, March 23, 2021"
182,Rui :rocket::rocket::rocket: Sales SAME,"Ya silakan coba anda yang posting chart dan analisanya duluan, baru kita bahas ...

Haditya jawaban saya sama seperti diatas, silakan buat analisa sendiri dulu baru kita bahas disini

Ini yang saya maksud, maunya cuma dikasih view tapi tidak mau buat analisa sendiri ... Saya bikin analisa dibilang Sales lidah gemulai karena yang lain pada ngikut2 .....🙄",5:58:09 PM,"Tuesday, March 23, 2021"
183,Haditya Senoadjie,@RuiAuxilia kak view deal donggg,5:56:31 PM,"Tuesday, March 23, 2021"
184,Happy L1fe,"Ok Kak cb bahas RAJA Kak, potensi ke depannya",5:55:29 PM,"Tuesday, March 23, 2021"
185,Hendro Masori,2 more members,5:52:50 PM,"Tuesday, March 23, 2021"
186,Happy L1fe,Kak @RuiAuxilia cb bahas brms mau RI kak? Ini bedanya ada standby buyer di 70,5:52:47 PM,"Tuesday, March 23, 2021"
187,Rui :rocket::rocket::rocket: Sales SAME,"Ya ini justru bagus, karena bisa lebi objektif, ini yang saya cari karena selama ini berisik isinya cuma 'masuk di berapa, CL di berapa, antri di berapa' ga ada yang memberikan sanggahan",5:42:31 PM,"Tuesday, March 23, 2021"
188,Charles Prop,"bbtn markdownnya sadis sekali, inisiatory BK dan CC baru diikutin AK CS(lokal) tapi asing masih colect terus sih",5:41:52 PM,"Tuesday, March 23, 2021"
189,Chak Roy,Berdasarkan tdk punya barangnya,5:41:11 PM,"Tuesday, March 23, 2021"
190,Bapakne Naila,Ato bahas CENT :see_no_evil::speak_no_evil:,5:40:32 PM,"Tuesday, March 23, 2021"
191,Silfia,Btw Adakah disini yang kangen ko MY berkunjung ke group TT?,5:39:44 PM,"Tuesday, March 23, 2021"
192,Fajar Oktavaria,"yang diatas sebelumnya itu menurut saya bukan analisa tapi asbun (asal bunyi), karna saat ditanya kenapa bapak belum jawab (lebih tepatnya belum dideskripsikan) :pray: *terima kasih viewnya",5:39:44 PM,"Tuesday, March 23, 2021"
193,Fakhri Arsyan,"4 banking (bca, bmri, bni, btn) chart weekly nya mirip2 semua.yg masih enak diliat cuma bri aja",5:39:22 PM,"Tuesday, March 23, 2021"
194,Andreas Teddy,"Serang balik aja pak, namanya diskusi pasti ada saling serang dan beda pendapat, jangan mau kalah kalau merasa opini nya belum dipatahkan :muscle:",5:33:37 PM,"Tuesday, March 23, 2021"
195,Rui :rocket::rocket::rocket: Sales SAME,"Nah ini ... kalau mau bahas ya silakan, biar saya juga bisa ikutan belajar

@panjianom terimakasih buat chartnya pak, tapi masi belum mengerti itu terlihat distribusinya darimana, saya masi pemula, belm mengerti Gann Fan. Kalau sampai ada yang mengatai analisa anda sampah disini sih kelewatan ya ... Pak HM pasti bertindak waktu itu",5:33:26 PM,"Tuesday, March 23, 2021"
196,Fakhri Arsyan,"buat yg punya BMRI, 6100 support terakhir menurut saya.",5:33:06 PM,"Tuesday, March 23, 2021"
197,Jutha Bram,Ini Pak @panjianom lg backtesting versi saya🤣,5:32:59 PM,"Tuesday, March 23, 2021"
198,Fadli,Pak tolong ajarin saya cara bacanya :pray:,5:32:29 PM,"Tuesday, March 23, 2021"
199,Septo Mustofa,Nah ini salah satunya yg pernah share,5:31:23 PM,"Tuesday, March 23, 2021"
200,panjianom,"Saya dulu pernah share analisa disini tapi dikatain sampah atau jaring laba2 lah :joy:. Akhirnya males share2 lagi :joy:, itu diatas saya share sekali ini aja utk same :joy:",5:30:52 PM,"Tuesday, March 23, 2021"
201,Septo Mustofa,"Sebenarny ada yg share Saham lain, cm tenggelam ke lautan same",5:30:23 PM,"Tuesday, March 23, 2021"
202,Bhagas,rising wedge ya pak?mirip compression cari liquidity area,5:26:27 PM,"Tuesday, March 23, 2021"
203,Jutha Bram,"Rising wedges.

BMRI rising wedges, kl jebol wassalam.

BBCA Break support.
HMSP sama...

Kl BBRI, TLKM, PGAS, UNVR, GGRM, TPIA jg sama bertingkahnya...
We can forecast what will be happened to our index.
It's not a good things:sweat_smile:",5:26:23 PM,"Tuesday, March 23, 2021"
204,Jutha Bram,"Saya ga bisa jawab pak.

Lg terdistorsi informasi saya.
Drpd bias, mending no comment dl.

Saya share saja yg saya tau:
1. Indeks hari ini anniversary extreme low, dmn setiap anniversary ini (plus minus 1day), akan terbentuk sebuah swing low atau swing high yg cukup jelas.
2. Vibrasi masih bearish dari susunan astrology sampai tgl 5 april.
3. Bbrp big fund teman zaman dulu warned saya utk out dan wait n see.
4. Value transaksi menurun jauh, tidak klihatan buying pressure.
5. News2 buruk dan sentimen2 buruk soal covid dll bermunculan.
6. Harga2 komoditas terkoreksi sementara hampir semua, kecuali CPO yg rebound di trendlinenya
7. Rupiah melemah
8. Tidak ada katalis positif utk membuat market bergairah.
9. Mayoritas index mover tidak ada akumulasi yg signifikan

Positif nya:
1. Musim dividen segera tiba. Kalaupun indeks koreksi, ga lama akan naik lg karena ada money inflow dari dividen2 yg mulai di investkan kembali ke bursa.
2. Ekonomi mulai bergerak lg walaupun pelan.
3. Pertumbuhan investor tetap positif dan jg ritel2 serta fund2 yg masih wait n see, ktika mereka memutuskan re entry, itu yg akan membawa money inflow masuk dan mendorong harga naik.

Feelingmology:
Kl smp tgl 26 maret indeks ga berhasil tembus low hari ini, yaudah kelar, hari ini jd swing low.
Kl low hari ini jebol, koreksi akan jalan terus sampai 5april.

CMIIW:pray:",5:23:21 PM,"Tuesday, March 23, 2021"
205,Rui :rocket::rocket::rocket: Sales SAME,"Kalau ada yang mau kasi analisa saham lain ya monggo, ga ada yang ngelarang juga ... tapi perasaan seringnya yang lain kalau posting saham lain cuma 'HAKA ABCD :rocket::rocket::rocket:' gimana mau didiskusikan? 

Cuma segelintir yang mau berbagi analisa dengan posting chart",5:22:00 PM,"Tuesday, March 23, 2021"
206,Rui :rocket::rocket::rocket: Sales SAME,"Understood, kalau ada yang nanya SAME lagi saya bakalan ignore ...  :pray:🏽

Terimakasih dan saya senang ini banyak yang kasi sanggahan buat pergerakan SAME, ini yang saya mau makanya saya banyak post karena saya tahu saya bias berhubung punya muatan ... kalau begini kan enak, bisa lihat dari 2 sisi",5:18:23 PM,"Tuesday, March 23, 2021"
207,Septo Mustofa,"Apakah ini yg namanya Antm jilid 2, dibahas bolak balik seperti ga ada saham lain yg menarik",5:17:10 PM,"Tuesday, March 23, 2021"
208,Parlin Hutapea,"Masukan buat Same
Itu ada namanya Candle bandar, setelah Candle pertama bereakout disusul Candle bandar yg dijepit Candle merah sampai Candle yg berak out termakan oleh selling pressure. Jadi sangat jelas disini terjadi distribusi.",5:13:21 PM,"Tuesday, March 23, 2021"
209,Oki Oce,Wkwk dari pagi yg disebut same trus 🥱,5:09:37 PM,"Tuesday, March 23, 2021"
210,Jutha Bram,"Kok sama ya view kita...

Around that emang kl kata bigboss🤞",5:07:03 PM,"Tuesday, March 23, 2021"
211,Kelon Mas,"Kemarin saya post chart 30 menitan untuk siap siap entry di $SAME, dan komentar dari Pak Juntha menyelamatkan saya dari longsor hari ini, See The Bigger Picture, skr saya WnS dulu siapkan cash, trims pak Jutha *Sungkem :pray:",5:06:48 PM,"Tuesday, March 23, 2021"
212,Jutha Bram,"Jangan dunk pak...
Diskonin lagi dunk...

Diskon 10% indeks jg gpp kok:see_no_evil:",5:06:01 PM,"Tuesday, March 23, 2021"
213,Billy :rocket::rocket::rocket:,Yaudah besok rebound deh ihsg :rocket::rocket::rocket:,5:05:26 PM,"Tuesday, March 23, 2021"
214,Jutha Bram,"TKIM yg re akumulasi dan di demand area aja bisa jebol support 12000 nya...
Cuaca lg ga mendukung.
Hold cash saja dl deh, sampai planetary bearish influence kelar di 5 april",5:04:39 PM,"Tuesday, March 23, 2021"
215,Rui :rocket::rocket::rocket: Sales SAME,"Apa saya bilang harganya akan naik? Saya sendiri sudah bilang saya akan hod sahamnya lama dan hanya pointing out yang sedang terjadi di market, analisanya bagaimana ya kembali ke masing2 trader, berulang kali saya bilang selalu siapkan trading plan sendiri

Kalau mau memberikan sanggahan saya malah senang, biar bisa melihat dari sisi lain karena saya juga tahu saya bias karena saya punya muatan, tapi ga perlu pake nyinyir juga kak 

Saya saja sudah siap cash dan rencana mau tadah bawah di SAME ini ... 

Tidak ada yang melarang juga membahas saham lain, saya memang membahas yang sedang saya pegang",5:04:08 PM,"Tuesday, March 23, 2021"
216,Fakhri Arsyan,sepakat kalau baru breakdown support. minggu ini ada support trendline dan fibo (yg kebetulan posisinya sama) di 31.925. klo tembus ya mungkin bisa ke area demand yg disebutin bapak tadi,5:02:33 PM,"Tuesday, March 23, 2021"
217,Kang Cuan-Ki,Silahkan buktikan sndri saja klo penasaran :stuck_out_tongue_winking_eye:,4:59:13 PM,"Tuesday, March 23, 2021"
218,Jutha Bram,"Baru aja breakdown support...
Kl pun rebound, sepertinya hanya sesaat dan baru bisa mantul di area 30000-31000
Area demand nya

Sorry saya edit utk BBCA. Soalnya ga kliatan jelas td chartnya:pray:",4:59:02 PM,"Tuesday, March 23, 2021"
219,Yuan Lukito,"Di bulan November transaksi negonya. Kejauhan kalau ditarik sampai juni, apalagi dihubungkan dengan volume besar di harga 100-an 🤔",4:58:38 PM,"Tuesday, March 23, 2021"
220,Kang Cuan-Ki,"Husssttttt , saya bgni karena ingin menyelamatkan org"" sini dri sales"" yg gemulai sekali dalam bersilat lidah :grin:",4:58:12 PM,"Tuesday, March 23, 2021"
221,Hasan Karsono,"BERITA TERKINIINTERNASIONAL
23 March 2021
 
15kali dilihat
Updated: 40 mins ago

Barat Beri Sanksi China Atas Pelanggaran HAM di Xinjiang

By
Editor Id Times

Brussels, Id-Times – Negara-negara Barat yang terdiri dari Amerika Serikat, Uni Eropa, Inggris dan Kanada, Senin (22/3/2021) waktu setempat menjatuhkan sanksi kepada pejabat China karena pelanggaran hak asasi manusia di Xinjiang.

Tindakan keras Barat terhadap negeri Panda tersebut dikoordinatori oleh Presiden baru AS, Joe Biden.

Reuters melaporkan, Beijing agaknya akan membalas pengenaan sanksi ini dengan keras terhadap Uni Eropa (UE). Sanksi itu dikabarkan akan diberikan secara luas karena juga akan mengenai anggota parlemen Eropa, diplomat, lembaga dan keluarganya.

Sanksi balasan tersebut berupa pelarangan berdagang dengan China.

“Pemerintah Barat berusaha meminta pertanggungjawaban Beijing atas penahanan massal Muslim Uighur di barat laut China, di mana Amerika Serikat mengatakan China melakukan genosida,” kata Reuters, Selasa (23/3/2021).

China menyangkal semua tuduhan tersebut, namun Barat agaknya tak membuat Barat surut karena mereka tetap bersatu menghadapi negara komunis itu.

Pejabat senior administrasi AS mengatakan bahwa mereka setiap hari melakukan kontak dengan pemerintah di Eropa mengenai masalah terkait China, sesuatu yang mereka sebut “roadshow Eropa.”

“Di tengah meningkatnya kecaman internasional, (China) terus melakukan genosida dan kejahatan terhadap kemanusiaan di Xinjiang, “kata Menteri Luar Negeri AS Antony Blinken dalam pernyataannya menjelang pertemuan dengan para menteri Uni Eropa dan NATO di Brussel pekan ini.

Kementerian luar negeri Kanada dalam sebuah pernyataan mengatakan, bukti yang terus bertambah menunjukkan pelanggaran hak asasi manusia sistemik yang dilakukan pemerintah China di Xinjiang.

Aktivis dan pakar hak asasi PBB mengatakan, setidaknya 1 juta Muslim telah ditahan di kamp-kamp di Xinjiang. Mereka dan beberapa politisi Barat menuduh China menggunakan penyiksaan, kerja paksa, dan sterilisasi.

China mengatakan, kamp-kampnya menyediakan pelatihan kejuruan dan dibutuhkan untuk melawan ekstremisme. Uni Eropa adalah yang pertama menjatuhkan sanksi pada hari Senin terhadap empat pejabat China, termasuk direktur keamanan tertinggi, dan satu entitas, keputusan yang kemudian diikuti oleh Inggris dan Kanada.

Pejabat AS yang juga menjadi sasaran sanksi Amerika Serikat adalah Chen Mingguo, direktur Biro Keamanan Umum Xinjiang dan pejabat senior lainnya di wilayah itu, Wang Junzheng.

“Tahun lalu Amerika Serikat memberikan sanksi kepada pejabat tinggi di Xinjiang, Chen Quanguo, yang tidak menjadi sasaran negara Barat lainnya dengan alasan untuk menghindari perselisihan diplomatik yang lebih besar,” kata para ahli dan diplomat.

Menteri Luar Negeri Kanada dan Inggris yang mengeluarkan pernyataan bersama dengan Blinken, mengatakan ketiganya bersatu dalam menuntut agar Beijing mengakhiri “praktik represif” di Xinjiang. Barat punya bukti pelanggaran “luar biasa” China di Xinjiang, di antaranya berupa citra satelit, kesaksian para saksi mata, dan dokumen pemerintah China sendiri.

Secara terpisah, Menlu Australia dan Selandia Baru mengeluarkan pernyataan yang mengungkapkan “kekhawatiran besar tentang meningkatnya jumlah laporan yang kredibel tentang pelanggaran hak asasi manusia yang parah terhadap etnis Uighur dan minoritas Muslim lainnya di Xinjiang, dan menyambut baik langkah-langkah yang diumumkan oleh Kanada, Uni Eropa, Inggris dan Amerika Serikat. (rhm)


Editor Id Times",4:57:01 PM,"Tuesday, March 23, 2021"
222,Jutha Bram,"Dr data diatas kok ada ""something fishy""
Ada yg pelan2 jualan di SAME...",4:56:45 PM,"Tuesday, March 23, 2021"
223,mrs A,Coba liatnya di idx. Jgn di sb . Last semalam keluar https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202103/55937e2271_3733d7d081.pdf,4:56:36 PM,"Tuesday, March 23, 2021"
224,Kang Cuan-Ki,"Sgt setuju mas jutha , saya hanya bantu mengabatasi gerak para sales aja :grin:",4:55:33 PM,"Tuesday, March 23, 2021"
225,Jutha Bram,"Dr semua insider info, yg plg bagus itu LPPF.
Beli terus setiap hari tanpa jualan🤣",4:54:53 PM,"Tuesday, March 23, 2021"
226,mrs A,Agree. Pusing benernya bahasnya same doang. Kan masih ada yg laen. Jd mematikan bahasan yang laen.,4:54:17 PM,"Tuesday, March 23, 2021"
227,mrs A,Kl kz jualan... Kepemilikan same kurang. Coba dicek dl... Kurang atau nambah itu dr november.,4:52:46 PM,"Tuesday, March 23, 2021"
228,Jutha Bram,"Emiten ada lbh dari 800an...

Drpd ngabisin waktu di satu emiten saja, mending analisa2 emiten2 lainnya.
Cari emiten2 yg chartnya masih uptrend, walaupun harga turun, tp uptrendline nya msh valid, dan dr volume yg ada masih di akumulasi.
Kl indeks membaik nantinya, saham emiten2 yg diakumulasi ini yg nantinya jalannya paling jauh",4:52:46 PM,"Tuesday, March 23, 2021"
229,mrs A,Ini kan tender offer pas pembelian same dari emtek.,4:51:40 PM,"Tuesday, March 23, 2021"
230,Kang Cuan-Ki,"Udh liat avg RX dan dia udh jualan brp juta dalam valuasinya di avg brp ?
Closingan di akhir itu ga selalu mengidentifikasi bahwa dia yg update harga , semua cara bisa dihalalkan termasuk mancing buat masuk.

Bahkan RK sell hanya bbrp d atas avg dia",4:50:53 PM,"Tuesday, March 23, 2021"
231,Rick Andre,:rocket::rocket:mntap kak..  yg ambl di 100 ud 4 bagger.. otw 1000:rocket::rocket::rocket:,4:48:45 PM,"Tuesday, March 23, 2021"
232,Kang Cuan-Ki,"Ko bisa sih volume buy tinggi tpi ga ngaruh d chart ?

Iya lah org transaksinya d nego , transaksi di nego dan tunai tinggal mempengaruhi chart dipasar reguler

Ini biasa saya sebut pergerakan dibalik layar",4:46:40 PM,"Tuesday, March 23, 2021"
233,Rui :rocket::rocket::rocket: Sales SAME,"Tapi momennya pls bukan karena virus lagi ya ... :see_no_evil::see_no_evil::see_no_evil:

@KangCuankiii siapa yang bilang RX pengendalinya? Saya cuma pointing out kalau hari ini RX banyak nadah yang jualan SAME 🙄🙄  .... Sudah tahu dari jauh hari kalau KZ pengendalinya, terus RK itu bandar apa? :unamused:

Lalu bukti distribusi mana kalau memang 3 bulan kedepan akan distribusi? Silahkan ditunjukkan kak biar bisa dianalisa bersama2 :grin:

Rikzaaa  tetap semangat :muscle:🏽:muscle:🏽:muscle:🏽",4:45:47 PM,"Tuesday, March 23, 2021"
234,Bow,Beda dikit sama punya saya.. Yok SAME yook..:rocket::rocket::rocket::rocket:,4:32:45 PM,"Tuesday, March 23, 2021"
235,Hendra Choo,"gak berasa bulan dpn ultah k 1 join d ihsg , paling nyaman d okt smp januari pertengahan :joy::joy::joy:. cuan kotos2. kayaknya mesti tgu 10thn lagi baru ada moment itu.",4:32:43 PM,"Tuesday, March 23, 2021"
236,Kang Cuan-Ki,"Bnr bro , KZ distribusi auto ambrol , apalagi klo distubusinya keras :grin:",4:30:39 PM,"Tuesday, March 23, 2021"
237,hmin918,detail saya belum tahu.. mulai 1 april.. kalau gak ada lock..dan langsung buang pasar ya berasa..jumlahnya lumayan,4:27:21 PM,"Tuesday, March 23, 2021"
238,Fajar Oktavaria,"disaat market merah seperti ini profit yang jual obat tetes mata, sakit kepala, dan larutan untuk bibir tenggorokan langsung ara pakde :joy::joy:",4:25:08 PM,"Tuesday, March 23, 2021"
239,Jose,Sesama sales Indomie dilarang memuji,4:22:48 PM,"Tuesday, March 23, 2021"
240,Fajar Oktavaria,lebih ke sering merah atau anti mainstream sih sebenernya pak 🤣,4:22:36 PM,"Tuesday, March 23, 2021"
241,Fajar Oktavaria,kalo di wallstreet ada nominasi indeks yang sering merah/anti mainstream pasti ihsg menang ini :joy::joy:,4:20:12 PM,"Tuesday, March 23, 2021"
242,Dirga,"wah, makasih remindernya lagi pak. Td ngrasa agak ragu baru conserve cash banyak pas tadi closing, takut sudah terlambat :sweat_smile:",4:19:52 PM,"Tuesday, March 23, 2021"
